run,vehicle,ttt_index,can_user_defined_index,configured_label,t_fcw_audio_observed_s,test_intent,eligible_for_fcw_audio_timing,eligible_for_aeb_response_or_proxy,braking_interpretation,intervention_class,operator_note
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/712-VUT 60 kph; CCRs 100 % FCW-track-night/V9_T712_R1.txt,9-BZ7,3,1,SoundAlarm,25.3698997497559,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/712-VUT 60 kph; CCRs 100 % FCW-track-night/V9_T712_R2.txt,9-BZ7,3,1,SoundAlarm,26.1900005340576,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/712-VUT 60 kph; CCRs 100 % FCW-track-night (1)/V9_T712_R1.txt,9-BZ7,3,1,SoundAlarm,25.3698997497559,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/712-VUT 60 kph; CCRs 100 % FCW-track-night (1)/V9_T712_R2.txt,9-BZ7,3,1,SoundAlarm,26.1900005340576,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/716-VUT 60 kph; CCRs -50 % FCW-track-night/V9_T716_R1.txt,9-BZ7,3,1,SoundAlarm,26.7600002288818,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/716-VUT 60 kph; CCRs -50 % FCW-track-night/V9_T716_R2.txt,9-BZ7,3,1,SoundAlarm,22.5900001525879,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/716-VUT 60 kph; CCRs -50 % FCW-track-night (1)/V9_T716_R1.txt,9-BZ7,3,1,SoundAlarm,26.7600002288818,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/716-VUT 60 kph; CCRs -50 % FCW-track-night (1)/V9_T716_R2.txt,9-BZ7,3,1,SoundAlarm,22.5900001525879,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/720-VUT 60 kph; CCRs 50 % FCW-track-night/V9_T720_R1.txt,9-BZ7,3,1,SoundAlarm,22.7299995422363,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/720-VUT 60 kph; CCRs 50 % FCW-track-night/V9_T720_R2.txt,9-BZ7,3,1,SoundAlarm,24.2000007629395,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/720-VUT 60 kph; CCRs 50 % FCW-track-night (1)/V9_T720_R1.txt,9-BZ7,3,1,SoundAlarm,22.7299995422363,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/720-VUT 60 kph; CCRs 50 % FCW-track-night (1)/V9_T720_R2.txt,9-BZ7,3,1,SoundAlarm,24.2000007629395,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/724-VUT 50 kph; CCRs 100 % FCW-track-night/V9_T724_R1.txt,9-BZ7,3,1,SoundAlarm,25.9200000762939,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/724-VUT 50 kph; CCRs 100 % FCW-track-night/V9_T724_R2.txt,9-BZ7,3,1,SoundAlarm,22.1800003051758,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/724-VUT 50 kph; CCRs 100 % FCW-track-night (1)/V9_T724_R1.txt,9-BZ7,3,1,SoundAlarm,25.9200000762939,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/724-VUT 50 kph; CCRs 100 % FCW-track-night (1)/V9_T724_R2.txt,9-BZ7,3,1,SoundAlarm,22.1800003051758,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/728-VUT 50 kph; CCRs -50 % FCW-track-night/V9_T728_R1.txt,9-BZ7,3,1,SoundAlarm,26.2099990844727,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/728-VUT 50 kph; CCRs -50 % FCW-track-night/V9_T728_R2.txt,9-BZ7,3,1,SoundAlarm,22.6100006103516,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/728-VUT 50 kph; CCRs -50 % FCW-track-night (1)/V9_T728_R1.txt,9-BZ7,3,1,SoundAlarm,26.2099990844727,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/728-VUT 50 kph; CCRs -50 % FCW-track-night (1)/V9_T728_R2.txt,9-BZ7,3,1,SoundAlarm,22.6100006103516,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day/V9_T73_R1.txt,9-BZ7,3,1,SoundAlarm,17.6399993896484,fcw_only_no_aeb,True,False,no_observed_braking,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day/V9_T73_R2.txt,9-BZ7,3,1,SoundAlarm,22.1000003814697,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day/V9_T73_R3.txt,9-BZ7,3,1,SoundAlarm,17.3099994659424,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day (1)/V9_T73_R1.txt,9-BZ7,3,1,SoundAlarm,17.6399993896484,fcw_only_no_aeb,True,False,no_observed_braking,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day (1)/V9_T73_R2.txt,9-BZ7,3,1,SoundAlarm,22.1000003814697,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/73-VUT 72 kph; CCRs 100% FCW-truck-day (1)/V9_T73_R3.txt,9-BZ7,3,1,SoundAlarm,17.3099994659424,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/732-VUT 50 kph; CCRs 50 % FCW-track-night/V9_T732_R1.txt,9-BZ7,3,1,SoundAlarm,23.3899993896484,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/732-VUT 50 kph; CCRs 50 % FCW-track-night/V9_T732_R2.txt,9-BZ7,3,1,SoundAlarm,21.4799995422363,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/732-VUT 50 kph; CCRs 50 % FCW-track-night (1)/V9_T732_R1.txt,9-BZ7,3,1,SoundAlarm,23.3899993896484,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/5-C-IASI ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/732-VUT 50 kph; CCRs 50 % FCW-track-night (1)/V9_T732_R2.txt,9-BZ7,3,1,SoundAlarm,21.4799995422363,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V9_T259_R1.txt,9-BZ7,3,1,SoundAlarm,19.1800003051758,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V9_T259_R2.txt,9-BZ7,3,1,SoundAlarm,19.5898990631104,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V9_T259_R3.txt,9-BZ7,3,1,SoundAlarm,19.4500007629395,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW (1)/V9_T259_R1.txt,9-BZ7,3,1,SoundAlarm,19.1800003051758,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW (1)/V9_T259_R2.txt,9-BZ7,3,1,SoundAlarm,19.5898990631104,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/259-VUT 50 kph; CCScp Farside GVT 40 kph FCW (1)/V9_T259_R3.txt,9-BZ7,3,1,SoundAlarm,19.4500007629395,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/263-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V9_T263_R1.txt,9-BZ7,3,1,SoundAlarm,20.2900009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/263-VUT 60 kph; CCScp Farside GVT 50 kph FCW (1)/V9_T263_R1.txt,9-BZ7,3,1,SoundAlarm,20.2900009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/295-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW/V9_T295_R2.txt,9-BZ7,3,1,SoundAlarm,18.6998996734619,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/295-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW/V9_T295_R3.txt,9-BZ7,3,1,SoundAlarm,17.4699001312256,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/295-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW (1)/V9_T295_R2.txt,9-BZ7,3,1,SoundAlarm,18.6998996734619,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/295-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW (1)/V9_T295_R3.txt,9-BZ7,3,1,SoundAlarm,17.4699001312256,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V9_T299_R1.txt,9-BZ7,3,1,SoundAlarm,18.4899005889893,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V9_T299_R2.txt,9-BZ7,3,1,SoundAlarm,17.5898990631104,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V9_T299_R3.txt,9-BZ7,3,1,SoundAlarm,17.279899597168,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW (1)/V9_T299_R1.txt,9-BZ7,3,1,SoundAlarm,18.4899005889893,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW (1)/V9_T299_R2.txt,9-BZ7,3,1,SoundAlarm,17.5898990631104,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/299-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW (1)/V9_T299_R3.txt,9-BZ7,3,1,SoundAlarm,17.279899597168,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW/V9_T235_R1.txt,9-BZ7,3,1,SoundAlarm,16.1000003814697,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW/V9_T235_R2.txt,9-BZ7,3,1,SoundAlarm,21.2900009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW/V9_T235_R3.txt,9-BZ7,3,1,SoundAlarm,18.8999996185303,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW (1)/V9_T235_R1.txt,9-BZ7,3,1,SoundAlarm,16.1000003814697,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW (1)/V9_T235_R2.txt,9-BZ7,3,1,SoundAlarm,21.2900009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/235-VUT 50 kph; CCRs 50 % FCW (1)/V9_T235_R3.txt,9-BZ7,3,1,SoundAlarm,18.8999996185303,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW/V9_T239_R1.txt,9-BZ7,3,1,SoundAlarm,16.8299999237061,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW/V9_T239_R2.txt,9-BZ7,3,1,SoundAlarm,17.5400009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW/V9_T239_R3.txt,9-BZ7,3,1,SoundAlarm,20.7199993133545,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW (1)/V9_T239_R1.txt,9-BZ7,3,1,SoundAlarm,16.8299999237061,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW (1)/V9_T239_R2.txt,9-BZ7,3,1,SoundAlarm,17.5400009155273,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/239-VUT 60 kph; CCRs -50 % FCW (1)/V9_T239_R3.txt,9-BZ7,3,1,SoundAlarm,20.7199993133545,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW/V9_T243_R1.txt,9-BZ7,3,1,SoundAlarm,20.3400001525879,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW/V9_T243_R2.txt,9-BZ7,3,1,SoundAlarm,19.7399997711182,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW/V9_T243_R3.txt,9-BZ7,3,1,SoundAlarm,21.25,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW (1)/V9_T243_R1.txt,9-BZ7,3,1,SoundAlarm,20.3400001525879,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW (1)/V9_T243_R2.txt,9-BZ7,3,1,SoundAlarm,19.7399997711182,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/243-VUT 70 kph; CCRs 50 % FCW (1)/V9_T243_R3.txt,9-BZ7,3,1,SoundAlarm,21.25,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW/V9_T247_R1.txt,9-BZ7,3,1,SoundAlarm,19.2199993133545,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW/V9_T247_R2.txt,9-BZ7,3,1,SoundAlarm,20.0100002288818,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW/V9_T247_R3.txt,9-BZ7,3,1,SoundAlarm,20.5599994659424,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW/V9_T247_R4.txt,9-BZ7,3,1,SoundAlarm,20.1499996185303,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW (1)/V9_T247_R1.txt,9-BZ7,3,1,SoundAlarm,19.2199993133545,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW (1)/V9_T247_R2.txt,9-BZ7,3,1,SoundAlarm,20.0100002288818,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW (1)/V9_T247_R3.txt,9-BZ7,3,1,SoundAlarm,20.5599994659424,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
9-BZ7/6-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/247-VUT 80 kph; CCRs -50 % FCW (1)/V9_T247_R4.txt,9-BZ7,3,1,SoundAlarm,20.1499996185303,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/216-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V3_T216_R1.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,20.859899520874,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/220-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V3_T220_R2.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,22.3700008392334,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/192-VUT 50 kph; CCRs 50 % FCW/V3_T192_R1.txt,Guang_Qi_A66_data,3,1,SoundAlarm,15.3512001037598,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/196-VUT 60 kph; CCRs -50 % FCW/V3_T196_R1.txt,Guang_Qi_A66_data,3,1,SoundAlarm,13.2319002151489,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
