run,spec,vehicle,ttt_index,ttt_channel_slot,can_user_defined_index,configured_label,description,fcw_context,explicit_sound_label,semantic_status,minimum,maximum,true_time_s,delay_time_s,or_true,trace_status,rows,bad_rows,sha256,t_fcw_audio_observed_s,t_ttt_true_time_complete_s,t_ttt_final_after_delay_s,time_source,observed_to_qualified_s,qualified_to_final_s,observed_braking_onset_s,braking_source_status,br_command_active,fcw_audio_to_observed_braking_s
14-BZ3X/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/77-VUT 80 kph; CCRs -50 % FCW/V14_T77_R3.txt,14-BZ3X/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/77-VUT 80 kph; CCRs -50 % FCW/V14_T77_R3.spec,14-BZ3X,3,1,1,SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3048,93,5959a1266c61ec3218f2e5c2e6eae12dcee814177a72e56d44482447f4f88b2d,22.0214996337891,22.0214996337891,23.0216007232666,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0001010894775,22.6816005706787,robot_channel_active,True,0.6601009368895987
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R1.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R1.spec,14-BZ3X,3,1,1,SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3075,93,0309d3a19410f037104eac3c7021fc5175254ee663a758b4571fc0557b83ccbb,22.5316009521484,22.5316009521484,23.5316009521484,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,23.8216991424561,robot_channel_active,True,1.2900981903077025
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R2.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R2.spec,14-BZ3X,3,1,1,SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3126,93,aa2d8b0dd4fea7eac2bc33f127b738f2b412ecc5b4ce624c1f19b07c95e771da,22.1315002441406,22.1315002441406,23.1315994262695,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0000991821288991,23.4216003417969,robot_channel_active,True,1.2901000976562997
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R3.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/256-VUT 72 kph; CCRs 100 % FCW/V14_T256_R3.spec,14-BZ3X,3,1,1,SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2955,93,6dd1bae7c0807d207963c9a15ae7e30aaf76918d4bea2754d0e2dcbd313d9445,21.8617000579834,21.8617000579834,22.8617992401123,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0000991821289027,23.1718006134033,robot_channel_active,True,1.3101005554199006
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R1.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R1.spec,14-BZ3X,3,1,1,Module1_SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2526,93,1e2a19f9c705a2c99ead4a84393fbfede9b27f1218d1949bc5a76f21030dc2e2,21.5818004608154,21.5818004608154,22.5818996429443,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0000991821288991,22.8918991088867,robot_channel_active,True,1.3100986480712997
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R2.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R2.spec,14-BZ3X,3,1,1,Module1_SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2401,93,2bc98c5c4bf2e608b24969744f1a5a1baf1670443e3a1df0a65271d001687fd9,20.7315006256104,20.7315006256104,21.7315998077393,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0000991821288991,22.5016002655029,robot_channel_active,True,1.7700996398925
14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R3.txt,14-BZ3X/7-C-NCAP ADAS 2024 (VUT)-CIASI/9-CCR [L.6.1]/12-FCW/13-CCRs/591-VUT 72 kph; CCRs 100 % FCW-truck/V14_T591_R3.spec,14-BZ3X,3,1,1,Module1_SoundAlarm1,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2281,93,5dc95c03e3f0432e7bdd7b885f9ef289f0932f78f50be6b255dcdc68a38c3d7b,19.8216991424561,19.8216991424561,,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,,21.3418006896973,robot_channel_active,True,1.5201015472412003
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/25-GVT 40 kph/3356-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V15_T3356_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/25-GVT 40 kph/3356-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V15_T3356_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2901,93,d309dab7a1664288921e3412e28ccb3d5e09ec9b25ea84fe0d8c03ad457e6f4c,24.5900001525879,24.5900001525879,25.5900001525879,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,24.4599990844727,robot_channel_active,True,-0.1300010681152024
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3708,93,8e4770ec2cc76851e9c5747dad131eb999b3f7971a0b50ca96c6f8adf0dab520,32.1599998474121,32.1599998474121,33.1599998474121,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,32.0499992370605,robot_channel_active,True,-0.11000061035160513
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R2.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R2.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3772,93,94f0720d89aa32878384072a6a18e92e83b720aa564bb0474b56e181c43dfe31,32.5700988769531,32.5700988769531,33.5700988769531,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,32.5101013183594,robot_channel_active,True,-0.05999755859369316
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R3.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R3.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,no_within_tolerance_rising_edge,3390,93,9da10c48239641d9c70934c5bf73b1312810145fedec633ac5513c58bf8c3e8a,,,,Time tolerance X (within tolerances) first 0-to-1 edge,,,31.9298992156982,robot_channel_active,True,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R4.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside--yongzhege/26-GVT 50 kph/3360-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V15_T3360_R4.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,no_within_tolerance_rising_edge,3592,93,efc9c3882f2139b7ee11f30b10924760db82ca7cd62c5fa92861ac693f0bcf5c,,,,Time tolerance X (within tolerances) first 0-to-1 edge,,,34.0299987792969,robot_channel_active,True,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3332-VUT 50 kph; CCRs 50 % FCW/V15_T3332_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3332-VUT 50 kph; CCRs 50 % FCW/V15_T3332_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2910,93,dcf296e8ffa584213db411e71f824d4e72063268a75b38f18038114aa31937da,21.9400005340576,21.9400005340576,22.9400005340576,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,23.0400009155273,robot_channel_active,True,1.1000003814697017
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3336-VUT 60 kph; CCRs -50 % FCW/V15_T3336_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3336-VUT 60 kph; CCRs -50 % FCW/V15_T3336_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2116,93,2c6a0e94a3b2ebde47ebbdbc6c582339c28115e662767362972f39c146c3048a,13.7299003601074,13.7299003601074,14.7299003601074,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,14.9598999023438,robot_channel_active,True,1.2299995422363992
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3340-VUT 70 kph; CCRs 50 % FCW/V15_T3340_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3340-VUT 70 kph; CCRs 50 % FCW/V15_T3340_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,1984,93,f14f341c852fdfaaa7d5d9a267f6aefd89562662799f6a2b3b95e40a486ff98e,12.7599000930786,12.7599000930786,13.7599000930786,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,13.7999000549316,robot_channel_active,True,1.039999961852999
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R1.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R1.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2182,93,9f27934aa53611161c9fef56d6d174b25c353f815c57244a085b2d6c4ab70ef9,12.8900003433228,12.8900003433228,13.8899002075195,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,0.9998998641966992,14.069899559021,robot_channel_active,True,1.1798992156981996
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R2.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R2.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2124,93,a2a87162c7a1dcbfdd50e138a98a10c9ae35810264658b64b6252ee4a9e732f1,13.039999961853,13.039999961853,14.039999961853,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,14.3699998855591,robot_channel_active,True,1.329999923706099
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R3.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R3.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2134,93,b69616413d5ee3db9c60e8561c6cf005dc6c2b482c8843f199ff1a9e54754257,14.6799001693726,14.6799001693726,15.6799001693726,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,15.2199001312256,robot_channel_active,True,0.5399999618530007
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R4.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R4.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2762,93,e734f70ace4624a1453ea1d797fe177374c8a01fc8f51bfa00136873d8aebe0f,19.6700000762939,19.6700000762939,20.6700000762939,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,21.0,robot_channel_active,True,1.3299999237061009
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R5.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R5.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2621,93,226a43817de95d31d25351c5e2b2216cb3276fceb7b8bc1b650d9acb279f299f,17.9699001312256,17.9699001312256,18.9699001312256,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,19.1599006652832,robot_channel_active,True,1.1900005340575994
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R6.txt,15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R6.spec,15-TANG L-CNCAP2024,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2631,93,728def0950147bbd039f52c7a1a425bbd6da573d77691f3e3a1cdb26a1f887f9,17.6000003814697,17.6000003814697,18.6000003814697,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,18.9200000762939,robot_channel_active,True,1.3199996948241974
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/155-L6.1.5-CCRs-VUT-FCW-50kph-(+50%)/V6_T155_R2.txt,6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/155-L6.1.5-CCRs-VUT-FCW-50kph-(+50%)/V6_T155_R2.spec,6-C-NCAP 2024 Bao5,1,1,1,bbb,AR Speed Throttle Event,True,False,avad3_fcw_audio_by_operator_convention_in_fcw_context,0.5,1.5,0.0,0.8,False,fcw_audio_rising_edge_found,2401,80,1f1f3142ac8f2955d90baf334dffa355f64bac963a3dc1bb966a116025fa6922,17.4298992156982,17.4298992156982,18.2299003601074,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,0.800001144409201,18.359899520874,robot_channel_active,True,0.930000305175799
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/159-L6.1.5-CCRs-VUT-FCW-60kph-(-50%)/V6_T159_R1.txt,6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/159-L6.1.5-CCRs-VUT-FCW-60kph-(-50%)/V6_T159_R1.spec,6-C-NCAP 2024 Bao5,1,1,1,bbb,AR Speed Throttle Event,True,False,avad3_fcw_audio_by_operator_convention_in_fcw_context,0.5,1.5,0.0,0.8,False,fcw_audio_rising_edge_found,2238,80,b8502649b4c1ae0e2b894277ef0ee92d0118dc910df20788eb884c8d17da000e,15.5999002456665,15.5999002456665,16.3999004364014,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,0.8000001907348988,16.5998992919922,robot_channel_active,True,0.9999990463257014
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/163-L6.1.5-CCRs-VUT-FCW-70kph-(+50%)/V6_T163_R1.txt,6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/163-L6.1.5-CCRs-VUT-FCW-70kph-(+50%)/V6_T163_R1.spec,6-C-NCAP 2024 Bao5,1,1,1,bbb,AR Speed Throttle Event,True,False,avad3_fcw_audio_by_operator_convention_in_fcw_context,0.5,1.5,0.0,0.8,False,fcw_audio_rising_edge_found,2953,80,ca7717bb1bd35f91cad83234f875bc39c061e4b3acce7223f9adb07710f27d82,20.6198997497559,20.6198997497559,21.419900894165,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,0.8000011444091015,21.7499008178711,robot_channel_active,True,1.1300010681152024
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/167-L6.1.5-CCRs-VUT-FCW-80kph-(-50%)/V6_T167_R1.txt,6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/167-L6.1.5-CCRs-VUT-FCW-80kph-(-50%)/V6_T167_R1.spec,6-C-NCAP 2024 Bao5,1,1,1,bbb,AR Speed Throttle Event,True,False,avad3_fcw_audio_by_operator_convention_in_fcw_context,0.5,1.5,0.0,0.8,False,fcw_audio_rising_edge_found,2498,80,d41f9514ce24a45cd72388cb4cf90b05a026b92e9cbc32c46e583eb95c9ad523,16.4398994445801,16.4398994445801,17.2399005889893,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,0.800001144409201,17.5898990631104,robot_channel_active,True,1.1499996185303019
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/490-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW/V8_T490_R1.txt,8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/490-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW/V8_T490_R1.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3179,93,c039f31d22cbcf1be111175ca6d47599f793dea5370fa9ec16e867892afc0ffd,25.4018001556396,25.4018001556396,26.4018993377686,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0000991821290022,25.5519008636475,robot_channel_active,True,0.15010070800790132
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/494-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V8_T494_R1.txt,8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/494-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V8_T494_R1.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2786,93,a916ba60432229c14b99c587660d5752592bf6cd4584a26449e79cadf874f14a,25.673900604248,25.673900604248,,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,,25.7238998413086,robot_channel_active,True,0.049999237060600166
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/494-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V8_T494_R2.txt,8-huajingS/10-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/37-GVT 50 kph/494-VUT 60 kph; CCScpo Nearside GVT 50 kph FCW/V8_T494_R2.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,no_within_tolerance_rising_edge,3113,93,062d3a634382081aa0c8c67f2766c542a1082ed64f7e0e8a86add2a0a276f664,,,,Time tolerance X (within tolerances) first 0-to-1 edge,,,25.8220996856689,br_zero_braking_source_unconfirmed,False,
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/87-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V8_T87_R1.txt,8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/87-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V8_T87_R1.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2861,93,934968abe0c533b1cde0977592d5e678febb65c874fc129215ab2d2e1163ab07,22.2999992370605,22.2999992370605,23.2999992370605,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,23.5100002288818,robot_channel_active,True,1.2100009918212997
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/87-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V8_T87_R2.txt,8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/87-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V8_T87_R2.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,2982,93,ae01cac50b33c892bcf03a89d8e65b307f34e99710a4f55c2c21a324ab3db5e6,23.8199996948242,23.8199996948242,24.8199996948242,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,24.9799995422363,robot_channel_active,True,1.1599998474120987
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/91-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V8_T91_R1.txt,8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/91-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V8_T91_R1.spec,8-huajingS,3,1,1,SoundAlarm,AR Speed Throttle Event,True,True,avad3_fcw_audio_explicit_sound_label,0.5,1.5,0.0,1.0,False,fcw_audio_rising_edge_found,3176,93,2a1cd1213b765874d558ddc0210e9a451b9272d6cbe4754eaa2a844617caa058,25.1599998474121,25.1599998474121,26.1599998474121,Time tolerance X (within tolerances) first 0-to-1 edge,0.0,1.0,26.4699993133545,robot_channel_active,True,1.3099994659424006
