run,vehicle,scenario,header_status,channels,points_declared,has_object_reference_actual_xy,has_head_tracker_reference_actual_xy,has_spt_reference_actual,has_launchpad_low_level,has_can_user_defined,explicit_aeb_fcw_channels,error
9-BZ7/11-L6.2-FalseReaction-VUT/1267-L.6.2.4-VUT 30kph Bicycle 15kph opposite 0.5m (1)/V9_T1267_R1.txt,9-BZ7,OTHER,data_export,415,2102,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1267-L.6.2.4-VUT 30kph Bicycle 15kph opposite 0.5m (1)/V9_T1267_R2.txt,9-BZ7,OTHER,data_export,415,2077,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1267-L.6.2.4-VUT 30kph Bicycle 15kph opposite 0.5m (1)/V9_T1267_R3.txt,9-BZ7,OTHER,data_export,415,2316,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66）/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66）/V9_T1268_R1.txt,9-BZ7,OTHER,data_export,415,2121,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66）/V9_T1268_R2.txt,9-BZ7,OTHER,data_export,415,2159,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66）/V9_T1268_R3.txt,9-BZ7,OTHER,data_export,415,2169,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66） (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66） (1)/V9_T1268_R1.txt,9-BZ7,OTHER,data_export,415,2121,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66） (1)/V9_T1268_R2.txt,9-BZ7,OTHER,data_export,415,2159,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1268-L.6.2.5-VUT 40kph VT 0kph avoidance（32.66） (1)/V9_T1268_R3.txt,9-BZ7,OTHER,data_export,415,2169,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side/V9_T1269_R1.txt,9-BZ7,OTHER,data_export,415,2346,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side/V9_T1269_R2.txt,9-BZ7,OTHER,data_export,415,2734,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side/V9_T1269_R3.txt,9-BZ7,OTHER,data_export,415,2141,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side (1)/V9_T1269_R1.txt,9-BZ7,OTHER,data_export,415,2346,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side (1)/V9_T1269_R2.txt,9-BZ7,OTHER,data_export,415,2734,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1269-L.6.2.6-VUT 20kph 3VTs 0kph one side (1)/V9_T1269_R3.txt,9-BZ7,OTHER,data_export,415,2141,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides/V9_T1270_R1.txt,9-BZ7,OTHER,data_export,415,1786,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides/V9_T1270_R2.txt,9-BZ7,OTHER,data_export,415,2942,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides/V9_T1270_R3.txt,9-BZ7,OTHER,data_export,415,2842,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides (1)/V9_T1270_R1.txt,9-BZ7,OTHER,data_export,415,1786,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides (1)/V9_T1270_R2.txt,9-BZ7,OTHER,data_export,415,2942,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1270-L.6.2.7-VUT 20kph 4VTs 0kph two sides (1)/V9_T1270_R3.txt,9-BZ7,OTHER,data_export,415,2842,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78）/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78）/V9_T1271_R2.txt,9-BZ7,OTHER,data_export,415,2176,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78）/V9_T1271_R3.txt,9-BZ7,OTHER,data_export,415,1952,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78）/V9_T1271_R4.txt,9-BZ7,OTHER,data_export,415,2188,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78）/V9_T1271_R5.txt,9-BZ7,OTHER,data_export,415,2075,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78） (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78） (1)/V9_T1271_R2.txt,9-BZ7,OTHER,data_export,415,2176,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78） (1)/V9_T1271_R3.txt,9-BZ7,OTHER,data_export,415,1952,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78） (1)/V9_T1271_R4.txt,9-BZ7,OTHER,data_export,415,2188,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1271-L.6.2.8-VUT 30kph Ped(fence) 0kph left turn（70.78） (1)/V9_T1271_R5.txt,9-BZ7,OTHER,data_export,415,2075,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing/V9_T1272_R1.txt,9-BZ7,OTHER,data_export,415,1907,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing/V9_T1272_R2.txt,9-BZ7,OTHER,data_export,415,1933,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing (1)/V9_T1272_R1.txt,9-BZ7,OTHER,data_export,415,1907,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1272-L.6.2.9-VUT 30kph Ped(fence) 5kph crossing (1)/V9_T1272_R2.txt,9-BZ7,OTHER,data_export,415,1933,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08）/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08）/V9_T1273_R1.txt,9-BZ7,OTHER,data_export,415,2431,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08）/V9_T1273_R2.txt,9-BZ7,OTHER,data_export,415,2558,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08）/V9_T1273_R3.txt,9-BZ7,OTHER,data_export,415,2632,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08） (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08） (1)/V9_T1273_R1.txt,9-BZ7,OTHER,data_export,415,2431,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08） (1)/V9_T1273_R2.txt,9-BZ7,OTHER,data_export,415,2558,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1273-L.6.2.10-VUT 30kph VT 0kph avoidance intersection（-5.08） (1)/V9_T1273_R3.txt,9-BZ7,OTHER,data_export,415,2632,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn/V9_T1274_R1.txt,9-BZ7,OTHER,data_export,415,5309,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn/V9_T1274_R2.txt,9-BZ7,OTHER,data_export,415,5193,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn/V9_T1274_R3.txt,9-BZ7,OTHER,data_export,415,5184,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn (1)/V9_T1274_R1.txt,9-BZ7,OTHER,data_export,415,5309,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn (1)/V9_T1274_R2.txt,9-BZ7,OTHER,data_export,415,5193,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1274-L.6.2.11-VUT 40kph VT 40-10kph right turn (1)/V9_T1274_R3.txt,9-BZ7,OTHER,data_export,415,5184,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve/V9_T1275_R1.txt,9-BZ7,OTHER,data_export,415,2059,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve/V9_T1275_R2.txt,9-BZ7,OTHER,data_export,415,2144,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve/V9_T1275_R3.txt,9-BZ7,OTHER,data_export,415,2018,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve (1)/V9_T1275_R1.txt,9-BZ7,OTHER,data_export,415,2059,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve (1)/V9_T1275_R2.txt,9-BZ7,OTHER,data_export,415,2144,True,True,False,False,False,,
9-BZ7/11-L6.2-FalseReaction-VUT/1275-L.6.2.12-VUT 25kph VT 0kph left turn curve (1)/V9_T1275_R3.txt,9-BZ7,OTHER,data_export,415,2018,True,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1494-[Main] VUT 80 kph; CCRH VT 80kph FCW/CurrentTestSpec.txt,9-BZ7,FCW,metadata_not_data_export,,,,,,,,,
9-BZ7/13-CCRH [L.6.1.6]/1494-[Main] VUT 80 kph; CCRH VT 80kph FCW/V9_T1494_R1.txt,9-BZ7,FCW,data_export,446,6276,False,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1494-[Main] VUT 80 kph; CCRH VT 80kph FCW/V9_T1494_R2.txt,9-BZ7,FCW,data_export,446,6452,False,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1494-[Main] VUT 80 kph; CCRH VT 80kph FCW/V9_T1494_R3.txt,9-BZ7,FCW,data_export,446,6281,False,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1496-[Main] VUT 120 kph; CCRH VT 120 kph FCW/CurrentTestSpec.txt,9-BZ7,FCW,metadata_not_data_export,,,,,,,,,
9-BZ7/13-CCRH [L.6.1.6]/1496-[Main] VUT 120 kph; CCRH VT 120 kph FCW/V9_T1496_R1.txt,9-BZ7,FCW,data_export,446,4433,False,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1496-[Main] VUT 120 kph; CCRH VT 120 kph FCW/V9_T1496_R2.txt,9-BZ7,FCW,data_export,446,4542,False,True,False,False,False,,
9-BZ7/13-CCRH [L.6.1.6]/1496-[Main] VUT 120 kph; CCRH VT 120 kph FCW/V9_T1496_R3.txt,9-BZ7,FCW,data_export,446,4591,False,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1506-right-250/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/15-CIASI-LDW/1506-right-250/V9_T1506_R1.txt,9-BZ7,OTHER,data_export,415,1560,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1506-right-250/V9_T1506_R2.txt,9-BZ7,OTHER,data_export,415,1506,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1506-right-250/V9_T1506_R4.txt,9-BZ7,OTHER,data_export,415,1586,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R1.txt,9-BZ7,OTHER,data_export,415,1872,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R2.txt,9-BZ7,OTHER,data_export,415,2327,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R3.txt,9-BZ7,OTHER,data_export,415,2518,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R4.txt,9-BZ7,OTHER,data_export,415,2434,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R5.txt,9-BZ7,OTHER,data_export,415,2183,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R6.txt,9-BZ7,OTHER,data_export,415,2466,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R7.txt,9-BZ7,OTHER,data_export,415,2556,True,True,False,False,False,,
9-BZ7/15-CIASI-LDW/1507-left-250/V9_T1507_R8.txt,9-BZ7,OTHER,data_export,415,2554,True,True,False,False,False,,
9-BZ7/16-ESS/1509-CCRS-VUT80kph-vt0kph  50%/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1509-CCRS-VUT80kph-vt0kph  50%/V9_T1509_R1.txt,9-BZ7,CCRS,data_export,415,4326,True,True,False,False,False,,
9-BZ7/16-ESS/1509-CCRS-VUT80kph-vt0kph  50%/V9_T1509_R2.txt,9-BZ7,CCRS,data_export,415,3130,True,True,False,False,False,,
9-BZ7/16-ESS/1509-CCRS-VUT80kph-vt0kph  50%/V9_T1509_R3.txt,9-BZ7,CCRS,data_export,415,2150,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R1.txt,9-BZ7,CCRS,data_export,415,4405,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R2.txt,9-BZ7,CCRS,data_export,415,1952,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R3.txt,9-BZ7,CCRS,data_export,415,2212,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R4.txt,9-BZ7,CCRS,data_export,415,3149,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R5.txt,9-BZ7,CCRS,data_export,415,2816,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R6.txt,9-BZ7,CCRS,data_export,415,3356,True,True,False,False,False,,
9-BZ7/16-ESS/1510-CCRS-VUT80-120kph-vt20kph 25%-first day/V9_T1510_R7.txt,9-BZ7,CCRS,data_export,415,2357,True,True,False,False,False,,
9-BZ7/16-ESS/1511-adult across VUT50kph-vt 5kph 25%/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1511-adult across VUT50kph-vt 5kph 25%/V9_T1511_R1.txt,9-BZ7,OTHER,data_export,415,4734,True,True,False,False,False,,
9-BZ7/16-ESS/1511-adult across VUT50kph-vt 5kph 25%/V9_T1511_R2.txt,9-BZ7,OTHER,data_export,415,2777,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R1.txt,9-BZ7,OTHER,data_export,415,2255,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R2.txt,9-BZ7,OTHER,data_export,415,2277,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R3.txt,9-BZ7,OTHER,data_export,415,1984,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R4.txt,9-BZ7,OTHER,data_export,415,3756,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R5.txt,9-BZ7,OTHER,data_export,415,11578,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R6.txt,9-BZ7,OTHER,data_export,415,2561,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R7.txt,9-BZ7,OTHER,data_export,415,3185,True,True,False,False,False,,
9-BZ7/16-ESS/1512-adult  VUT80kph-vt 0kph 25%/V9_T1512_R8.txt,9-BZ7,OTHER,data_export,415,2120,True,True,False,False,False,,
9-BZ7/16-ESS/1513-adult  VUT70kph-vt 5kph 100%/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1513-adult  VUT70kph-vt 5kph 100%/V9_T1513_R1.txt,9-BZ7,OTHER,data_export,415,3575,True,True,False,False,False,,
9-BZ7/16-ESS/1513-adult  VUT70kph-vt 5kph 100%/V9_T1513_R2.txt,9-BZ7,OTHER,data_export,415,4349,True,True,False,False,False,,
9-BZ7/16-ESS/1513-adult  VUT70kph-vt 5kph 100%/V9_T1513_R3.txt,9-BZ7,OTHER,data_export,415,5309,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R1.txt,9-BZ7,OTHER,data_export,415,4285,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R2.txt,9-BZ7,OTHER,data_export,415,4586,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R3.txt,9-BZ7,OTHER,data_export,415,2523,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R4.txt,9-BZ7,OTHER,data_export,415,2706,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R5.txt,9-BZ7,OTHER,data_export,415,8590,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R6.txt,9-BZ7,OTHER,data_export,415,4150,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R7.txt,9-BZ7,OTHER,data_export,415,10614,True,True,False,False,False,,
9-BZ7/16-ESS/1514-adult  VUT120kph-vt 5kph 100%/V9_T1514_R8.txt,9-BZ7,OTHER,data_export,415,7818,True,True,False,False,False,,
9-BZ7/16-ESS/1515-CCRS-VUT70kph-vt20kph 25%-second/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1515-CCRS-VUT70kph-vt20kph 25%-second/V9_T1515_R1.txt,9-BZ7,CCRS,data_export,415,4747,True,True,False,False,False,,
9-BZ7/16-ESS/1515-CCRS-VUT70kph-vt20kph 25%-second/V9_T1515_R2.txt,9-BZ7,CCRS,data_export,415,2622,True,True,False,False,False,,
9-BZ7/16-ESS/1515-CCRS-VUT70kph-vt20kph 25%-second/V9_T1515_R3.txt,9-BZ7,CCRS,data_export,415,3514,True,True,False,False,False,,
9-BZ7/16-ESS/1515-CCRS-VUT70kph-vt20kph 25%-second/V9_T1515_R4.txt,9-BZ7,CCRS,data_export,415,3634,True,True,False,False,False,,
9-BZ7/16-ESS/1516-CCRS-VUT120kph-vt20kph 25%-second/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1516-CCRS-VUT120kph-vt20kph 25%-second/V9_T1516_R1.txt,9-BZ7,CCRS,data_export,415,3215,True,True,False,False,False,,
9-BZ7/16-ESS/1516-CCRS-VUT120kph-vt20kph 25%-second/V9_T1516_R2.txt,9-BZ7,CCRS,data_export,415,3282,True,True,False,False,False,,
9-BZ7/16-ESS/1516-CCRS-VUT120kph-vt20kph 25%-second/V9_T1516_R3.txt,9-BZ7,CCRS,data_export,415,4520,True,True,False,False,False,,
9-BZ7/16-ESS/1517-CCRS-VUT50kph-vt30kph 25%-on  coming/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1517-CCRS-VUT50kph-vt30kph 25%-on  coming/V9_T1517_R1.txt,9-BZ7,CCRS,data_export,415,4585,True,True,False,False,False,,
9-BZ7/16-ESS/1517-CCRS-VUT50kph-vt30kph 25%-on  coming/V9_T1517_R2.txt,9-BZ7,CCRS,data_export,415,3783,True,True,False,False,False,,
9-BZ7/16-ESS/1517-CCRS-VUT50kph-vt30kph 25%-on  coming/V9_T1517_R3.txt,9-BZ7,CCRS,data_export,415,2406,True,True,False,False,False,,
9-BZ7/16-ESS/1518-CCRS-VUT120kph-vt30kph 25%-on  coming/CurrentTestSpec.txt,9-BZ7,CCRS,metadata_not_data_export,,,,,,,,,
9-BZ7/16-ESS/1518-CCRS-VUT120kph-vt30kph 25%-on  coming/V9_T1518_R1.txt,9-BZ7,CCRS,data_export,415,2409,True,True,False,False,False,,
9-BZ7/16-ESS/1518-CCRS-VUT120kph-vt30kph 25%-on  coming/V9_T1518_R2.txt,9-BZ7,CCRS,data_export,415,3672,True,True,False,False,False,,
9-BZ7/16-ESS/1518-CCRS-VUT120kph-vt30kph 25%-on  coming/V9_T1518_R3.txt,9-BZ7,CCRS,data_export,415,3530,True,True,False,False,False,,
9-BZ7/16-ESS/1518-CCRS-VUT120kph-vt30kph 25%-on  coming/V9_T1518_R4.txt,9-BZ7,CCRS,data_export,415,2882,True,True,False,False,False,,
9-BZ7/2-Speed Tuning Group (Auto Transmission)/10-AR Constant Level test [100.0%]/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/2-Speed Tuning Group (Auto Transmission)/10-AR Constant Level test [100.0%]/V9_T10_R1.txt,9-BZ7,OTHER,data_export,415,2344,True,True,False,False,False,,
9-BZ7/2-Speed Tuning Group (Auto Transmission)/10-AR Constant Level test [100.0%] (1)/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
9-BZ7/2-Speed Tuning Group (Auto Transmission)/10-AR Constant Level test [100.0%] (1)/V9_T10_R1.txt,9-BZ7,OTHER,data_export,415,2344,True,True,False,False,False,,
9-BZ7/2-Speed Tuning Group (Auto Transmission)/11-AR Step test/CurrentTestSpec.txt,9-BZ7,OTHER,metadata_not_data_export,,,,,,,,,
