run,vehicle,scenario,header_status,channels,points_declared,has_object_reference_actual_xy,has_head_tracker_reference_actual_xy,has_spt_reference_actual,has_launchpad_low_level,has_can_user_defined,explicit_aeb_fcw_channels,error
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/45-Solid Line--shi/49-Right/51-0.5 mps/3420-[MAIN] 0.5 mps (SL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/45-Solid Line--shi/49-Right/51-0.5 mps/3420-[MAIN] 0.5 mps (SL R LKA)/V15_T3420_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1363,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/45-Solid Line--shi/49-Right/51-0.5 mps/3420-[MAIN] 0.5 mps (SL R LKA)/V15_T3420_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1386,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/45-Solid Line--shi/49-Right/51-0.5 mps/3420-[MAIN] 0.5 mps (SL R LKA)/V15_T3420_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1415,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3421-[CAL LKA OFF] 0.3 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3421-[CAL LKA OFF] 0.3 mps (DL L LKA)/V15_T3421_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1240,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3421-[CAL LKA OFF] 0.3 mps (DL L LKA)/V15_T3421_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1218,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3422-[CAL LKA ON] 0.3 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3422-[CAL LKA ON] 0.3 mps (DL L LKA)/V15_T3422_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,2566,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3423-[MAIN] 0.3 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3423-[MAIN] 0.3 mps (DL L LKA)/V15_T3423_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1256,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3423-[MAIN] 0.3 mps (DL L LKA)/V15_T3423_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1269,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/54-0.3 mps/3423-[MAIN] 0.3 mps (DL L LKA)/V15_T3423_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1301,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3424-[CAL LKA OFF] 0.5 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3424-[CAL LKA OFF] 0.5 mps (DL L LKA)/V15_T3424_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1502,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3425-[CAL LKA ON] 0.5 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3425-[CAL LKA ON] 0.5 mps (DL L LKA)/V15_T3425_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1462,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3426-[MAIN] 0.5 mps (DL L LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3426-[MAIN] 0.5 mps (DL L LKA)/V15_T3426_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1245,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3426-[MAIN] 0.5 mps (DL L LKA)/V15_T3426_R4.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1292,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/53-Left/55-0.5 mps/3426-[MAIN] 0.5 mps (DL L LKA)/V15_T3426_R5.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1356,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3427-[CAL LKA OFF] 0.3 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3427-[CAL LKA OFF] 0.3 mps (DL R LKA)/V15_T3427_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1390,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3428-[CAL LKA ON] 0.3 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3428-[CAL LKA ON] 0.3 mps (DL R LKA)/V15_T3428_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1363,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3429-[MAIN] 0.3 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3429-[MAIN] 0.3 mps (DL R LKA)/V15_T3429_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1223,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3429-[MAIN] 0.3 mps (DL R LKA)/V15_T3429_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1313,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/57-0.3 mps/3429-[MAIN] 0.3 mps (DL R LKA)/V15_T3429_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1289,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3430-[CAL LKA OFF] 0.5 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3430-[CAL LKA OFF] 0.5 mps (DL R LKA)/V15_T3430_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1263,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3431-[CAL LKA ON] 0.5 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3431-[CAL LKA ON] 0.5 mps (DL R LKA)/V15_T3431_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1248,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3432-[MAIN] 0.5 mps (DL R LKA)/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3432-[MAIN] 0.5 mps (DL R LKA)/V15_T3432_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1380,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3432-[MAIN] 0.5 mps (DL R LKA)/V15_T3432_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1403,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/44-LKA [L.6.3.4]/52-Dotted Line---xu/56-Right/58-0.5 mps/3432-[MAIN] 0.5 mps (DL R LKA)/V15_T3432_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,1307,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3311-[Throttle Characterisation]; 10 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3311-[Throttle Characterisation]; 10 kph Farside Turn/V15_T3311_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4637,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3311-[Throttle Characterisation]; 10 kph Farside Turn/V15_T3311_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4575,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3312-[Synchro Calibration]; 10 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3312-[Synchro Calibration]; 10 kph Farside Turn/V15_T3312_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4403,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/6-10 kph Farside Turn/3312-[Synchro Calibration]; 10 kph Farside Turn/V15_T3312_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4326,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3315-[Throttle Characterisation]; 20 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3315-[Throttle Characterisation]; 20 kph Farside Turn/V15_T3315_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4361,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3315-[Throttle Characterisation]; 20 kph Farside Turn/V15_T3315_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4244,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3316-[Synchro Calibration]; 20 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3316-[Synchro Calibration]; 20 kph Farside Turn/V15_T3316_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4319,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3316-[Synchro Calibration]; 20 kph Farside Turn/V15_T3316_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4288,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/7-20 kph Farside Turn/3316-[Synchro Calibration]; 20 kph Farside Turn/V15_T3316_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4393,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3319-[Throttle Characterisation]; 30 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3319-[Throttle Characterisation]; 30 kph Farside Turn/V15_T3319_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4555,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3319-[Throttle Characterisation]; 30 kph Farside Turn/V15_T3319_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4286,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3320-[Synchro Calibration]; 30 kph Farside Turn/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3320-[Synchro Calibration]; 30 kph Farside Turn/V15_T3320_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4612,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3320-[Synchro Calibration]; 30 kph Farside Turn/V15_T3320_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4412,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/5-Turning Calibration/8-30 kph Farside Turn/3320-[Synchro Calibration]; 30 kph Farside Turn/V15_T3320_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,4515,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3433-[CAL LKA OFF] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3433-[CAL LKA OFF] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3433_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,3926,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3434-[CAL LKA ON] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3434-[CAL LKA ON] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3434_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,5734,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/CurrentTestSpec.txt,15-TANG L-CNCAP2024,OTHER,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R1.txt,15-TANG L-CNCAP2024,OTHER,data_export,384,6125,False,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R10.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4761,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R11.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,3094,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R12.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,5242,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R13.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4893,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R14.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,3728,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R2.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,5350,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R3.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4581,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R4.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,5898,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R5.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,3436,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R7.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,4056,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R8.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,3658,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/59-ELK [L.6.3.5]/60-Overtaking/61-CCOv 80 kph; VUT 70 kph/3435-[MAIN] Conscious 0.6 mps; CCOv 80 kph; VUT 70 kph/V15_T3435_R9.txt,15-TANG L-CNCAP2024,OTHER,data_export,415,5028,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3323-VUT 20 kph; CCRs -50 % AEB/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3323-VUT 20 kph; CCRs -50 % AEB/V15_T3323_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2466,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3326-VUT 30 kph; CCRs 50 % AEB/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3326-VUT 30 kph; CCRs 50 % AEB/V15_T3326_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2806,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3329-VUT 40 kph; CCRs -50 % AEB/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/3329-VUT 40 kph; CCRs -50 % AEB/V15_T3329_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2855,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3332-VUT 50 kph; CCRs 50 % FCW/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3332-VUT 50 kph; CCRs 50 % FCW/V15_T3332_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2910,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3336-VUT 60 kph; CCRs -50 % FCW/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3336-VUT 60 kph; CCRs -50 % FCW/V15_T3336_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2116,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3340-VUT 70 kph; CCRs 50 % FCW/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3340-VUT 70 kph; CCRs 50 % FCW/V15_T3340_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,1984,True,True,False,False,False,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/CurrentTestSpec.txt,15-TANG L-CNCAP2024,CCRS,metadata_not_data_export,,,,,,,,,
15-TANG L-CNCAP2024/23-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/3344-VUT 80 kph; CCRs -50 % FCW/V15_T3344_R1.txt,15-TANG L-CNCAP2024,CCRS,data_export,415,2182,True,True,False,False,False,,
