run,vehicle,scenario,filename,rows,channels,row_count_matches,file_path_has_aeb,event_status,explicit_aeb_fcw_channels,has_object_reference_actual_xy,has_head_tracker_reference_actual_xy,has_spt_reference_actual,has_launchpad_low_level,has_can_user_defined,robot_max_abs_json,observed_braking_onset_s,observed_braking_onset_ttc_s,onset_speed_kph,peak_deceleration_mps2,speed_drop_2s_kph,lateral_velocity_delta_peak_mps,yaw_rate_delta_peak_dps,heading_change_deg,speed_rebound_kph,positive_speed_step_fraction,brake_pulse_count,jerk_p95_mps3,prototype_similarity_0_1,prototype_scope,target_source,target_usable_dynamic,target_active_samples,target_reference_path_range_m,target_reference_frame_offset_x_m,target_reference_frame_offset_y_m,target_reference_frame_offset_norm_m,target_raw_position_difference_p50_m,target_aligned_position_residual_rmse_m,target_aligned_position_residual_p95_m,target_aligned_position_residual_max_m,aeb_request_proxy_earliest_s,aeb_request_proxy_nominal_s,aeb_request_proxy_latest_s,aeb_request_to_onset_prior_low_s,aeb_request_to_onset_prior_high_s,aeb_request_proxy_status
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R1.txt,13-xiaopengG9,AEB,V13_T7_R1.txt,1580,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R10.txt,13-xiaopengG9,AEB,V13_T7_R10.txt,1580,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R11.txt,13-xiaopengG9,AEB,V13_T7_R11.txt,1581,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R12.txt,13-xiaopengG9,AEB,V13_T7_R12.txt,1580,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R13.txt,13-xiaopengG9,AEB,V13_T7_R13.txt,1580,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R14.txt,13-xiaopengG9,AEB,V13_T7_R14.txt,1581,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R15.txt,13-xiaopengG9,AEB,V13_T7_R15.txt,1577,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R16.txt,13-xiaopengG9,AEB,V13_T7_R16.txt,1576,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R17.txt,13-xiaopengG9,AEB,V13_T7_R17.txt,1577,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R18.txt,13-xiaopengG9,AEB,V13_T7_R18.txt,1577,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R2.txt,13-xiaopengG9,AEB,V13_T7_R2.txt,1582,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R3.txt,13-xiaopengG9,AEB,V13_T7_R3.txt,1583,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R4.txt,13-xiaopengG9,AEB,V13_T7_R4.txt,1582,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R5.txt,13-xiaopengG9,AEB,V13_T7_R5.txt,1581,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R6.txt,13-xiaopengG9,AEB,V13_T7_R6.txt,1581,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R7.txt,13-xiaopengG9,AEB,V13_T7_R7.txt,1581,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R8.txt,13-xiaopengG9,AEB,V13_T7_R8.txt,1580,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/1-Tuning/7-Force tuning check/V13_T7_R9.txt,13-xiaopengG9,AEB,V13_T7_R9.txt,1578,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/10-AEB/11-CCRs [8.2.3]/280-AEB CCRs 20 kph -50 %/V13_T280_R1.txt,13-xiaopengG9,CCRS,V13_T280_R1.txt,6514,409,True,True,br_zero_observed_braking,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR start"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}}",57.6099014282227,0.650767087936401,20.4786109924316,-10.547940349578857,20.4756832122803,0.034364071674645,2.92565900832415,0.2246059328317643,3.157774865627288,0.08837209302325581,2,79.8078632804011,0.6766940532810979,CCRS,Object 1,False,,,,,,,,,,57.2599014282227,57.3599014282227,57.4599014282227,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/10-AEB/11-CCRs [8.2.3]/283-AEB CCRs 30 kph +50 %/V13_T283_R1.txt,13-xiaopengG9,CCRS,V13_T283_R1.txt,4247,409,True,True,br_zero_observed_braking,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR start"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}}",35.6698989868164,0.708943665027618,29.9064102172852,-10.656818008422848,29.3877258300781,0.08062879042699937,3.7660007383674383,0.3824495263397691,3.26367819309234,0.07723577235772358,3,79.52953485303193,0.5564955449180166,CCRS,Object 1,False,,,,,,,,,,35.3198989868164,35.4198989868164,35.5198989868164,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/10-AEB/11-CCRs [8.2.3]/286-AEB CCRs 40 kph -50 %/V13_T286_R1.txt,13-xiaopengG9,CCRS,V13_T286_R1.txt,3408,409,True,True,br_zero_observed_braking,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR start"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}}",26.0799007415771,0.875997364521027,40.0251159667969,-11.44357080459595,39.5709228515625,0.02589516993612045,2.52079540770501,0.344475798308849,3.03477847576141,0.08058608058608059,3,69.21810136717426,0.7222293415031692,CCRS,Object 1,False,,,,,,,,,,25.729900741577097,25.8299007415771,25.9299007415771,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/10-Brakes ABS method A (3 @ 72 kph) [8.1.2.1]/V13_T10_R1.txt,13-xiaopengG9,AEB,V13_T10_R1.txt,775,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 78.0, ""event_max_abs_delta"": 70.64786767959595}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.309899985790253,32.539608001709,71.4869003295898,-10.265581798553471,62.85804378986362,0.06122622825205329,1.7957193255424522,2.013570308685299,2.8362985849380533,0.051771117166212535,1,32.318052093477235,,,Object 1,False,,,,,,,,,,-0.04010001420974696,0.05989998579025302,0.15989998579025302,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/10-Brakes ABS method A (3 @ 72 kph) [8.1.2.1]/V13_T10_R2.txt,13-xiaopengG9,AEB,V13_T10_R2.txt,780,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 78.0, ""event_max_abs_delta"": 69.6478681564331}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.349900007247925,9999.0,71.4887237548828,-10.138521766662594,61.502164602279635,0.036321796011179686,1.400912851095197,0.4120178222659945,2.821975052356716,0.05660377358490566,2,35.34081792465459,,,Object 1,False,,,,,,,,,,-9.999275207495106e-05,0.09990000724792503,0.19990000724792503,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/10-Brakes ABS method A (3 @ 72 kph) [8.1.2.1]/V13_T10_R3.txt,13-xiaopengG9,AEB,V13_T10_R3.txt,776,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 78.0, ""event_max_abs_delta"": 71.14786767959595}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.289900004863739,31.7457084655762,71.5564422607422,-9.955359745025639,62.4935111999512,0.024373468011617622,1.104897156357765,0.576249450445175,2.751505255699155,0.05449591280653951,2,36.63387363506102,,,Object 1,False,,,,,,,,,,-0.060099995136260964,0.039900004863739014,0.13990000486373902,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R1.txt,13-xiaopengG9,AEB,V13_T13_R1.txt,1205,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R10.txt,13-xiaopengG9,AEB,V13_T13_R10.txt,1206,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R11.txt,13-xiaopengG9,AEB,V13_T13_R11.txt,1204,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R12.txt,13-xiaopengG9,AEB,V13_T13_R12.txt,1202,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R13.txt,13-xiaopengG9,AEB,V13_T13_R13.txt,1201,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R14.txt,13-xiaopengG9,AEB,V13_T13_R14.txt,1206,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 0.0350483916699886, ""event_max_abs_delta"": 0.0017671436071395943}, ""BR start"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}, ""Motion Going BR"": {""event_max_abs"": 0.0, ""event_max_abs_delta"": 0.0}}",11.029899597168,9999.0,55.0650367736816,-1.4436609864234913,3.197769165039098,0.1259142607450485,15.38575463369487,11.504684448242017,0.0,0.0,1,5.684720475511932,,,Object 1,False,,,,,,,,,,10.679899597168001,10.779899597168,10.879899597168,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R15.txt,13-xiaopengG9,AEB,V13_T13_R15.txt,1205,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R16.txt,13-xiaopengG9,AEB,V13_T13_R16.txt,1203,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R2.txt,13-xiaopengG9,AEB,V13_T13_R2.txt,1208,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R3.txt,13-xiaopengG9,AEB,V13_T13_R3.txt,1201,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R4.txt,13-xiaopengG9,AEB,V13_T13_R4.txt,1207,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R5.txt,13-xiaopengG9,AEB,V13_T13_R5.txt,1204,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R6.txt,13-xiaopengG9,AEB,V13_T13_R6.txt,1207,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R7.txt,13-xiaopengG9,AEB,V13_T13_R7.txt,1205,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R8.txt,13-xiaopengG9,AEB,V13_T13_R8.txt,1205,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/13-Tyres (3x10 @ 56 kph) [8.1.3.1]/V13_T13_R9.txt,13-xiaopengG9,AEB,V13_T13_R9.txt,1205,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/14-Tyres (1x(9+1) @ 56 kph) [8.1.3.1]/V13_T14_R1.txt,13-xiaopengG9,AEB,V13_T14_R1.txt,1304,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/14-Tyres (1x(9+1) @ 56 kph) [8.1.3.1]/V13_T14_R2.txt,13-xiaopengG9,AEB,V13_T14_R2.txt,1353,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/14-Tyres (1x(9+1) @ 56 kph) [8.1.3.1]/V13_T14_R3.txt,13-xiaopengG9,AEB,V13_T14_R3.txt,1352,409,True,True,no_observed_braking_event,,True,True,False,False,False,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R10.txt,13-xiaopengG9,AEB,V13_T9_R10.txt,734,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 58.7000007629395, ""event_max_abs_delta"": 50.597868680954036}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.339899986982346,31.0514183044434,55.5443000793457,-7.042938804626467,47.6189880371094,0.020407620817422797,1.060109674930573,1.9403743743895987,2.005190253257756,0.049723756906077346,1,22.42283069620187,,,Object 1,False,,,,,,,,,,-0.010100013017653953,0.08989998698234603,0.18989998698234603,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R11.txt,13-xiaopengG9,AEB,V13_T9_R11.txt,736,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 59.2000007629395, ""event_max_abs_delta"": 50.097868919372615}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.379900008440018,9999.0,55.420841217041,-6.9974071979522705,47.29957246780396,0.03125373087823389,0.6629884243011475,1.316864013672017,2.068094015121455,0.057692307692307696,1,23.71587305241838,,,Object 1,False,,,,,,,,,,0.029900008440018,0.12990000844001798,0.22990000844001798,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R12.txt,13-xiaopengG9,AEB,V13_T9_R12.txt,738,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 59.25, ""event_max_abs_delta"": 50.89786815643311}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.349900007247925,29.1339263916016,55.5330924987793,-7.05652232170105,47.611644744873,0.025483034551143695,0.686046034097671,1.1519660949706996,1.991762220859529,0.038461538461538464,1,22.302676422461023,,,Object 1,False,,,,,,,,,,-9.999275207495106e-05,0.09990000724792503,0.19990000724792503,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R13.txt,13-xiaopengG9,AEB,V13_T9_R13.txt,741,409,True,True,robot_channel_active,,True,False,False,False,False,"{""BR Command"": {""event_max_abs"": 63.5, ""event_max_abs_delta"": 55.89786767959595}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.319900006055832,4.10522985458374,55.5591316223145,-7.398101711273194,48.1149711608887,0.012054435908794452,0.5759260524064306,0.4589538574219887,1.948109209537502,0.04709141274238227,1,28.779021186499715,,,Object 1,False,,,,,,,,,,-0.030099993944167958,0.06990000605583202,0.16990000605583203,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R14.txt,13-xiaopengG9,AEB,V13_T9_R14.txt,739,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 63.0499992370605, ""event_max_abs_delta"": 55.197866916656444}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.329899996519089,40.428524017334,55.5148468017578,-7.49730396270752,48.24398446083069,0.01328759919852019,0.659333437681198,1.43684816360473,1.979806661605835,0.055710306406685235,1,23.959798033194932,,,Object 1,False,,,,,,,,,,-0.020100003480910955,0.07989999651908902,0.17989999651908903,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R15.txt,13-xiaopengG9,AEB,V13_T9_R15.txt,737,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 61.4000015258789, ""event_max_abs_delta"": 52.81036949157714}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.359899997711182,20.0220279693604,55.4691734313965,-7.497586822509765,48.0787658691406,0.024325110483914614,0.4460900053381925,0.8842236995697019,1.793167829513553,0.05,1,21.0387919319067,,,Object 1,False,,,,,,,,,,0.009899997711181996,0.10989999771118197,0.20989999771118198,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
13-xiaopengG9/3-Euro NCAP AEB Car-to-Car 2020 Group (VUT)/2-Conditioning/3-New Vehicle Conditioning/9-Brakes method A (20 @ 56 kph) [8.1.2.1]/V13_T9_R16.txt,13-xiaopengG9,AEB,V13_T9_R16.txt,735,409,True,True,robot_channel_active,,True,True,False,False,False,"{""BR Command"": {""event_max_abs"": 61.0999984741211, ""event_max_abs_delta"": 52.49786663055421}, ""BR start"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}, ""BR test"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 1.0}, ""Motion Going BR"": {""event_max_abs"": 1.0, ""event_max_abs_delta"": 0.0}}",0.359899997711182,9999.0,55.4898719787598,-7.525320053100586,48.26322817802429,0.027705619111657146,0.5144122913479804,0.7085113525390057,1.880895942449573,0.05013927576601671,1,20.865564436044384,,,Object 1,False,,,,,,,,,,0.009899997711181996,0.10989999771118197,0.20989999771118198,0.15,0.35,operator_engineering_prior_not_observed_ecu_signal
