run,rel_dist_at_onset_m,min_rel_dist_m,min_rel_dist_rel_s,first_contact_rel_s,speed_at_first_contact_kph,outcome
9-BZ7/7-C-IASI VRU 2024 (VUT)/32-CBLA [O.6.2.7]/33-CBLA-50 45 kph& 65 Kph AEB (Day)/490-VUT 65 kph; CBLA-50 15 kph AEB (Day)/V9_T490_R3.txt,13.189,2.744,1.42,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T574_R1.txt,4.738,0.868,1.22,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T574_R2.txt,5.156,0.64,1.39,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T574_R3.txt,5.149,0.971,1.29,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V9_T574_R1.txt,4.738,0.868,1.22,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V9_T574_R2.txt,5.156,0.64,1.39,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/574-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V9_T574_R3.txt,5.149,0.971,1.29,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T580_R1.txt,8.381,2.71,1.16,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T580_R2.txt,7.22,1.767,1.05,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day) (1)/V9_T580_R3.txt,7.604,1.995,1.15,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V9_T580_R1.txt,8.381,2.71,1.16,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V9_T580_R2.txt,7.22,1.767,1.05,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/580-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V9_T580_R3.txt,7.604,1.995,1.15,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T577_R1.txt,2.256,1.267,0.46,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T577_R2.txt,2.255,1.184,0.49,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T577_R3.txt,2.482,1.433,0.45,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V9_T577_R1.txt,2.256,1.267,0.46,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V9_T577_R2.txt,2.255,1.184,0.49,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/577-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V9_T577_R3.txt,2.482,1.433,0.45,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T583_R1.txt,7.086,1.468,1.06,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T583_R2.txt,8.308,2.627,1.15,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night) (1)/V9_T583_R3.txt,8.028,2.591,1.05,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V9_T583_R1.txt,7.086,1.468,1.06,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V9_T583_R2.txt,8.308,2.627,1.15,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/583-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V9_T583_R3.txt,8.028,2.591,1.05,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T598_R1.txt,3.502,1.277,0.69,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T598_R2.txt,4.396,2.164,0.71,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T598_R3.txt,4.626,2.325,0.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V9_T598_R1.txt,3.502,1.277,0.69,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V9_T598_R2.txt,4.396,2.164,0.71,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/598-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V9_T598_R3.txt,4.626,2.325,0.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T607_R1.txt,8.89,1.107,1.3,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T607_R2.txt,8.842,0.493,1.49,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T607_R3.txt,9.17,1.495,1.28,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V9_T607_R1.txt,8.89,1.107,1.3,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V9_T607_R2.txt,8.842,0.493,1.49,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V9_T607_R3.txt,9.17,1.495,1.28,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/616-VUT 60 kph; CPNCO-25 5 kph AEB (Day) (1)/V9_T616_R3.txt,11.867,-4.647,1.89,0.88,34.05,passed_or_swept
9-BZ7/8-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/616-VUT 60 kph; CPNCO-25 5 kph AEB (Day)/V9_T616_R3.txt,11.867,-4.647,1.89,0.88,34.05,passed_or_swept
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T601_R1.txt,3.428,1.526,0.65,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T601_R2.txt,3.946,1.915,0.69,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T601_R3.txt,3.892,1.853,0.7,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T601_R1.txt,3.428,1.526,0.65,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T601_R2.txt,3.946,1.915,0.69,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/601-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T601_R3.txt,3.892,1.853,0.7,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T610_R1.txt,9.103,1.698,1.26,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T610_R3.txt,10.061,2.813,1.22,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T610_R4.txt,8.342,1.202,1.21,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T610_R1.txt,9.103,1.698,1.26,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T610_R3.txt,10.061,2.813,1.22,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/610-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T610_R4.txt,8.342,1.202,1.21,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T619_R1.txt,18.561,3.241,1.74,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T619_R2.txt,19.078,3.721,1.75,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day) (1)/V9_T619_R3.txt,18.712,3.456,1.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T619_R1.txt,18.561,3.241,1.74,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T619_R2.txt,19.078,3.721,1.75,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/619-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day)/V9_T619_R3.txt,18.712,3.456,1.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T604_R1.txt,3.737,2.044,0.6,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T604_R2.txt,3.77,2.011,0.61,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T604_R3.txt,3.876,2.044,0.64,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T604_R1.txt,3.737,2.044,0.6,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T604_R2.txt,3.77,2.011,0.61,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/604-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T604_R3.txt,3.876,2.044,0.64,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T613_R1.txt,9.433,2.294,1.21,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T613_R2.txt,8.746,1.166,1.34,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T613_R4.txt,9.254,2.283,1.17,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T613_R1.txt,9.433,2.294,1.21,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T613_R2.txt,8.746,1.166,1.34,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/613-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T613_R4.txt,9.254,2.283,1.17,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T622_R1.txt,18.834,2.972,1.75,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T622_R2.txt,18.048,3.245,1.66,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night) (1)/V9_T622_R3.txt,17.775,2.368,1.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T622_R1.txt,18.834,2.972,1.75,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T622_R2.txt,18.048,3.245,1.66,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/622-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night)/V9_T622_R3.txt,17.775,2.368,1.73,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T628_R3.txt,4.846,0.966,2.66,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T628_R4.txt,4.605,0.274,2.62,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T628_R5.txt,4.633,0.277,2.63,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day)/V9_T628_R3.txt,4.846,0.966,2.66,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day)/V9_T628_R4.txt,4.605,0.274,2.62,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/628-VUT 20 kph; CPTA-LN 5 kph AEB (Day)/V9_T628_R5.txt,4.633,0.277,2.63,,,near_contact_0_5
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T631_R5.txt,7.77,1.776,3.12,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T631_R6.txt,7.318,1.762,2.98,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day) (1)/V9_T631_R7.txt,7.514,2.247,2.91,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day)/V9_T631_R5.txt,7.77,1.776,3.12,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day)/V9_T631_R6.txt,7.318,1.762,2.98,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/631-VUT 30 kph; CPTA-LN 5 kph AEB (Day)/V9_T631_R7.txt,7.514,2.247,2.91,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/634-VUT 10 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T634_R3.txt,2.057,1.609,-2.0,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/634-VUT 10 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T634_R3.txt,2.057,1.609,-2.0,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T637_R2.txt,3.963,3.123,0.49,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T637_R3.txt,4.108,3.214,0.52,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T637_R4.txt,3.982,3.05,0.52,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T637_R2.txt,3.963,3.123,0.49,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T637_R3.txt,4.108,3.214,0.52,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/637-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T637_R4.txt,3.982,3.05,0.52,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T640_R3.txt,8.006,4.543,0.91,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T640_R4.txt,7.486,3.933,0.92,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day) (1)/V9_T640_R5.txt,7.771,3.877,1.11,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T640_R3.txt,8.006,4.543,0.91,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T640_R4.txt,7.486,3.933,0.92,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/640-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V9_T640_R5.txt,7.771,3.877,1.11,,,clear
9-BZ7/8-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/646-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day) (1)/V9_T646_R4.txt,5.215,-0.431,2.67,2.33,-0.19,contact_and_stopped
9-BZ7/8-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/646-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day) (1)/V9_T646_R5.txt,5.538,-0.236,2.69,2.51,-0.08,contact_and_stopped
9-BZ7/8-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/646-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day) (1)/V9_T646_R6.txt,5.114,-0.772,2.76,2.15,0.21,contact_and_stopped
9-BZ7/8-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/646-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day)/V9_T646_R4.txt,5.215,-0.431,2.67,2.33,-0.19,contact_and_stopped
