run,rel_dist_at_onset_m,min_rel_dist_m,min_rel_dist_rel_s,first_contact_rel_s,speed_at_first_contact_kph,outcome
15-TANG L-CNCAP2024/26-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/5261-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V15_T5261_R10.txt,-0.404,-0.494,-0.42,-2.0,20.55,contact_and_stopped
15-TANG L-CNCAP2024/26-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/5261-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V15_T5261_R3.txt,-0.108,-0.544,-1.21,-2.0,20.5,contact_and_stopped
15-TANG L-CNCAP2024/26-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/5261-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V15_T5261_R8.txt,-0.691,-0.701,-0.15,-2.0,20.53,contact_and_stopped
6-C-NCAP 2024 Bao5/11-L6.1.7-SCP-VUT/205-L6.1.7-SCP-VUT-AEB-30.5kph-for/V6_T205_R1.txt,8.719,3.689,1.11,,,clear
6-C-NCAP 2024 Bao5/11-L6.1.7-SCP-VUT/214-L6.1.7-SCP-VUT-AEB-40.5kph-for/V6_T214_R1.txt,10.031,1.856,1.33,,,clear
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/10-L6.1.5-CCRS-VUT-AEB/11-L6.1.5-CCRs-VUT-AEB/170-L6.1.5-CCRs-VUT-AEB-20kph-(-50%)/V6_T170_R2.txt,5.154,2.717,0.76,,,clear
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/10-L6.1.5-CCRS-VUT-AEB/11-L6.1.5-CCRs-VUT-AEB/173-L6.1.5-CCRs-VUT-AEB-30kph-(+50%)/V6_T173_R1.txt,8.284,3.151,1.12,,,clear
6-C-NCAP 2024 Bao5/8-L6.1.5-CCRs-VUT/10-L6.1.5-CCRS-VUT-AEB/11-L6.1.5-CCRs-VUT-AEB/176-L6.1.5-CCRs-VUT-AEB-40kph-(-50%)/V6_T176_R1.txt,12.367,3.485,1.52,,,clear
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/18-GVT 20 kph/470-VUT 30 kph; CCScp Farside GVT 20 kph AEB/V8_T470_R1.txt,6.649,2.086,1.0,,,clear
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/18-GVT 20 kph/470-VUT 30 kph; CCScp Farside GVT 20 kph AEB/V8_T470_R2.txt,6.696,2.133,2.971,,,clear
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/19-GVT 30 kph/473-VUT 40 kph; CCScp Farside GVT 30 kph AEB/V8_T473_R1.txt,10.149,-3.513,4.99,2.69,5.65,passed_or_swept
8-huajingS/10-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/19-GVT 30 kph/473-VUT 40 kph; CCScp Farside GVT 30 kph AEB/V8_T473_R2.txt,10.335,-3.281,4.99,2.85,5.64,passed_or_swept
8-huajingS/12-UN Regulation 152 (Subject Vehicle)/1-Mass in running order (MIRO)/4-Pedestrian Target (PT)/1465-VUT 20 kph; PT 5 kph Nearside AEBS; MIRO M1/V8_T1465_R1.txt,4.824,1.917,0.84,,,clear
8-huajingS/12-UN Regulation 152 (Subject Vehicle)/1-Mass in running order (MIRO)/4-Pedestrian Target (PT)/1465-VUT 20 kph; PT 5 kph Nearside AEBS; MIRO M1/V8_T1465_R2.txt,4.007,1.645,0.72,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/18-GVT 20 kph/103-VUT 30 kph; CCScp Farside GVT 20 kph AEB/V8_T103_R1.txt,5.183,0.751,0.98,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/16-AEB/17-Farside/18-GVT 20 kph/103-VUT 30 kph; CCScp Farside GVT 20 kph AEB/V8_T103_R2.txt,6.833,2.335,0.98,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/41-GVT 20 kph/131-VUT 10 kph; CCFT 20 kph AEB/V8_T131_R2.txt,9.063,-4.565,2.37,1.54,0.07,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/41-GVT 20 kph/131-VUT 10 kph; CCFT 20 kph AEB/V8_T131_R3.txt,9.062,-4.547,2.37,1.55,0.12,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/41-GVT 20 kph/131-VUT 10 kph; CCFT 20 kph AEB/V8_T131_R4.txt,11.754,-4.127,2.68,1.92,-0.12,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/41-GVT 20 kph/131-VUT 10 kph; CCFT 20 kph AEB/V8_T131_R5.txt,9.097,-4.432,2.37,1.56,0.14,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/42-GVT 40 kph/134-VUT 20 kph; CCFT 40 kph AEB/V8_T134_R2.txt,17.737,-16.081,2.82,1.35,-0.41,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/42-GVT 40 kph/134-VUT 20 kph; CCFT 40 kph AEB/V8_T134_R3.txt,17.675,-16.5,2.85,1.33,-0.16,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/43-GVT 50 kph/137-VUT 30 kph; CCFT 50 kph AEB/V8_T137_R2.txt,18.087,-24.184,2.96,1.01,-1.11,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/38-CCFT [L.6.1.9]/39-AEB/40-Farside/43-GVT 50 kph/137-VUT 30 kph; CCFT 50 kph AEB/V8_T137_R3.txt,18.463,-24.807,3.02,1.01,1.09,passed_or_swept
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/54-VUT 20 kph; CCRs -50 % AEB/V8_T54_R1.txt,3.806,1.576,0.72,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/54-VUT 20 kph; CCRs -50 % AEB/V8_T54_R2.txt,3.981,1.871,0.7,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/57-VUT 30 kph; CCRs 50 % AEB/V8_T57_R1.txt,6.816,2.462,0.95,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/57-VUT 30 kph; CCRs 50 % AEB/V8_T57_R2.txt,6.997,2.496,0.99,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/60-VUT 40 kph; CCRs -50 % AEB/V8_T60_R2.txt,10.6,3.248,1.24,,,clear
8-huajingS/5-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/10-AEB/11-CCRs/60-VUT 40 kph; CCRs -50 % AEB/V8_T60_R3.txt,10.141,2.827,1.26,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/253-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V8_T253_R1.txt,3.633,2.436,0.49,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/253-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V8_T253_R2.txt,3.648,2.416,0.51,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/259-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V8_T259_R1.txt,8.719,3.029,1.07,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/259-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V8_T259_R2.txt,8.444,2.694,1.08,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/256-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V8_T256_R2.txt,4.44,3.092,0.54,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/256-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V8_T256_R3.txt,2.816,1.627,0.49,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/262-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V8_T262_R1.txt,8.586,2.921,1.09,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/262-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V8_T262_R2.txt,9.571,4.129,1.04,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/277-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V8_T277_R1.txt,4.126,1.943,0.71,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/277-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V8_T277_R2.txt,3.955,1.831,0.7,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/286-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V8_T286_R1.txt,10.609,3.227,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/286-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V8_T286_R2.txt,9.366,1.917,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/295-VUT 60 kph; CPNCO-25 5 kph AEB (Day)/V8_T295_R2.txt,13.951,-1.818,1.83,1.19,21.23,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/280-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T280_R1.txt,3.831,1.776,0.68,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/280-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T280_R2.txt,3.775,1.742,0.66,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/280-VUT 20 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T280_R3.txt,3.815,1.66,0.75,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R1.txt,10.592,3.187,1.24,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R10.txt,10.537,3.44,1.2,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R2.txt,10.62,3.285,1.22,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R3.txt,10.467,3.05,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R4.txt,10.572,3.218,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R5.txt,10.23,2.794,1.24,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R6.txt,10.941,3.454,1.25,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R7.txt,10.356,3.097,1.22,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R8.txt,9.874,2.767,1.21,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/289-VUT 40 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T289_R9.txt,10.599,3.388,1.2,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/298-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T298_R3.txt,21.521,5.605,2.2,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/298-VUT 60 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T298_R4.txt,21.533,5.574,2.26,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/20-CPFAO-25 6.5 kph AEB (Day)/380-VUT 10 kph; CPFAO-25 6.5 kph AEB (Day)/V8_T380_R1.txt,1.742,1.039,0.42,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/283-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night)/V8_T283_R1.txt,4.594,2.421,0.7,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/283-VUT 20 kph; CPFAO-25 6.5 kph AEB (Night)/V8_T283_R2.txt,4.708,2.66,0.66,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/292-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night)/V8_T292_R1.txt,10.919,3.38,1.26,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/292-VUT 40 kph; CPFAO-25 6.5 kph AEB (Night)/V8_T292_R2.txt,10.88,3.51,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/19-CPFAO [O.6.1.8]/21-CPFAO-25 6.5 kph AEB (Night)/301-VUT 60 kph; CPFAO-25 6.5 kph AEB (Night)/V8_T301_R1.txt,22.12,5.363,3.85,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/304-VUT 10 kph; CPTA-LN 5 kph AEB (Day)/V8_T304_R2.txt,2.772,0.561,2.35,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/304-VUT 10 kph; CPTA-LN 5 kph AEB (Day)/V8_T304_R3.txt,8.865,-0.118,4.71,4.41,-0.09,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/304-VUT 10 kph; CPTA-LN 5 kph AEB (Day)/V8_T304_R6.txt,2.384,0.258,2.34,,,near_contact_0_5
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/307-VUT 20 kph; CPTA-LN 5 kph AEB (Day)/V8_T307_R4.txt,4.667,0.223,2.68,,,near_contact_0_5
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/307-VUT 20 kph; CPTA-LN 5 kph AEB (Day)/V8_T307_R5.txt,14.248,0.754,4.33,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/310-VUT 30 kph; CPTA-LN 5 kph AEB (Day)/V8_T310_R3.txt,7.449,2.062,2.99,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/22-CPTA-LN [O.6.1.9]/23-CPTA-LN 5 kph AEB (Day)/310-VUT 30 kph; CPTA-LN 5 kph AEB (Day)/V8_T310_R4.txt,7.488,2.127,3.03,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/313-VUT 10 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T313_R2.txt,1.475,1.262,0.25,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/313-VUT 10 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T313_R3.txt,1.716,1.233,-2.0,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/316-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T316_R2.txt,6.602,2.252,2.22,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/316-VUT 20 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T316_R3.txt,3.928,2.254,0.74,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/319-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T319_R2.txt,6.319,2.707,0.93,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/319-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T319_R3.txt,6.189,2.568,0.92,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/24-CPTA-LF [O.6.1.10]/25-CPTA-LF 6.5 kph AEB (Day)/319-VUT 30 kph; CPTA-LF 6.5 kph AEB (Day)/V8_T319_R4.txt,6.203,2.658,0.91,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/322-VUT 10 kph; CPTA-RF 6.5 kph AEB (Day)/V8_T322_R3.txt,3.415,-0.191,2.36,2.22,-0.05,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/322-VUT 10 kph; CPTA-RF 6.5 kph AEB (Day)/V8_T322_R4.txt,3.136,-0.348,2.35,2.08,-0.1,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/325-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day)/V8_T325_R2.txt,5.584,-0.289,2.72,2.52,-0.09,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/26-CPTA-RF [O.6.1.11]/27-CPTA-RF 6.5 kph AEB (Day)/325-VUT 20 kph; CPTA-RF 6.5 kph AEB (Day)/V8_T325_R3.txt,5.314,-0.379,2.7,2.43,-0.07,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/28-CBNAO [O.6.2.5]/29-CBNAO-50 15 kph AEB (Day)/340-VUT 20 kph; CBNAO-50 15 kph AEB (Day)/V8_T340_R1.txt,4.461,2.358,0.69,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/28-CBNAO [O.6.2.5]/29-CBNAO-50 15 kph AEB (Day)/340-VUT 20 kph; CBNAO-50 15 kph AEB (Day)/V8_T340_R2.txt,4.76,2.597,0.7,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/28-CBNAO [O.6.2.5]/29-CBNAO-50 15 kph AEB (Day)/346-VUT 40 kph; CBNAO-50 15 kph AEB (Day)/V8_T346_R1.txt,11.255,3.592,2.86,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/28-CBNAO [O.6.2.5]/29-CBNAO-50 15 kph AEB (Day)/346-VUT 40 kph; CBNAO-50 15 kph AEB (Day)/V8_T346_R2.txt,10.258,2.857,1.23,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/30-CSFAO [O.6.2.6]/31-CSFAO-50 20 kph AEB (Day)/343-VUT 20 kph; CSFAO-50 20 kph AEB (Day)/V8_T343_R1.txt,3.911,1.798,0.69,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/30-CSFAO [O.6.2.6]/31-CSFAO-50 20 kph AEB (Day)/343-VUT 20 kph; CSFAO-50 20 kph AEB (Day)/V8_T343_R2.txt,4.297,2.19,0.68,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/30-CSFAO [O.6.2.6]/31-CSFAO-50 20 kph AEB (Day)/349-VUT 40 kph; CSFAO-50 20 kph AEB (Day)/V8_T349_R1.txt,9.536,2.285,3.02,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/30-CSFAO [O.6.2.6]/31-CSFAO-50 20 kph AEB (Day)/349-VUT 40 kph; CSFAO-50 20 kph AEB (Day)/V8_T349_R2.txt,9.147,1.928,1.2,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/32-CBLA [O.6.2.7]/33-CBLA-25 15 kph AEB (Day)/328-VUT 20 kph; CBLA-25 15 kph AEB (Day)/V8_T328_R1.txt,1.777,1.576,0.22,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/32-CBLA [O.6.2.7]/33-CBLA-25 15 kph AEB (Day)/331-VUT 40 kph; CBLA-25 15 kph AEB (Day)/V8_T331_R1.txt,4.961,1.956,0.82,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/32-CBLA [O.6.2.7]/33-CBLA-25 15 kph AEB (Day)/331-VUT 40 kph; CBLA-25 15 kph AEB (Day)/V8_T331_R2.txt,5.101,2.077,0.8,,,clear
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/358-VUT 10 kph; CSTA-LN 20 kph AEB (Day)/V8_T358_R2.txt,9.301,-3.716,2.35,1.65,-0.14,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/358-VUT 10 kph; CSTA-LN 20 kph AEB (Day)/V8_T358_R3.txt,8.751,-4.45,2.36,1.53,0.15,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/361-VUT 20 kph; CSTA-LN 20 kph AEB (Day)/V8_T361_R2.txt,11.581,-4.815,2.72,1.72,-0.31,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/361-VUT 20 kph; CSTA-LN 20 kph AEB (Day)/V8_T361_R3.txt,11.458,-4.755,2.69,1.74,-0.09,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/364-VUT 30 kph; CSTA-LN 20 kph AEB (Day)/V8_T364_R2.txt,13.495,-4.621,2.96,1.72,0.32,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/35-CSTA-LN [O.6.2.8]/36-CSTA-LN 20 kph AEB (Day)/364-VUT 30 kph; CSTA-LN 20 kph AEB (Day)/V8_T364_R3.txt,13.415,-5.492,2.96,1.68,0.46,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/367-VUT 10 kph; CSTA-RN 20 kph AEB (Day)/V8_T367_R3.txt,-2.893,-8.439,-2.0,-2.0,10.34,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/367-VUT 10 kph; CSTA-RN 20 kph AEB (Day)/V8_T367_R4.txt,-3.532,-9.011,-2.0,-2.0,10.36,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/367-VUT 10 kph; CSTA-RN 20 kph AEB (Day)/V8_T367_R5.txt,-3.128,-8.788,-2.0,-2.0,10.6,passed_or_swept
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/370-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V8_T370_R2.txt,-0.219,-0.361,-0.58,-2.0,20.64,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/370-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V8_T370_R3.txt,-0.153,-0.277,-0.57,-2.0,20.46,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/370-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V8_T370_R5.txt,-0.163,-0.467,-0.88,-2.0,20.35,contact_and_stopped
8-huajingS/7-C-NCAP VRU 2024 (VUT)/37-CSTA-RN [O.6.2.9]/38-CSTA-RN 20 kph AEB (Day)/370-VUT 20 kph; CSTA-RN 20 kph AEB (Day)/V8_T370_R6.txt,-0.196,-0.434,-0.8,-2.0,20.52,contact_and_stopped
