run,vehicle,scenario,sha256,signature,onset_s,onset_speed_kph,travel_win_mm,force_min_win,force_max_win,cmd_abs_max_win,tension,screen_flag_noisy,operator_label
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/30-Bicyclist Nearside Scenarios/31-CBNA-50 15 kph (Day) [7.2.10]/697-VUT 20 kph; CBNA-50 15 kph (Day)/V13_T697_R1.txt,13-xiaopengG9,CBNA,11583f8fc5f8dbadf52c406209370b0a8b79537e2930ed0e3977ce81e8accb4c,aeb_pedal_dragged,19.86,20.16,31.528,-64.77,30.67,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/30-Bicyclist Nearside Scenarios/31-CBNA-50 15 kph (Day) [7.2.10]/709-VUT 40 kph; CBNA-50 15 kph (Day)/V13_T709_R1.txt,13-xiaopengG9,CBNA,44ff10494c60e091f9a2f0387c6da2ae4d1b4ba938fa9d480bf94156287257a2,aeb_pedal_dragged,11.34,40.15,32.517,-43.62,48.17,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/30-Bicyclist Nearside Scenarios/31-CBNA-50 15 kph (Day) [7.2.10]/721-VUT 60 kph; CBNA-50 15 kph (Day)/V13_T721_R1.txt,13-xiaopengG9,CBNA,3c266bf5bf9020700f4585f5f6fafaa3d90fc6a64f542b97f4839737040f15c1,aeb_pedal_dragged,13.01,60.21,36.044,-65.19,43.67,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/33-Bicyclist Longitudinal Scenarios/34-CBLA-50 15kph (Day) [7.2.13]/757-VUT 20 kph; CBLA-50 15 kph (Day)/V13_T757_R1.txt,13-xiaopengG9,CBLA,59e735e9f459e820fa2c5faffe64f0ff3a10fb5e16d5c215d3cf8cda9c12cc10,aeb_pedal_static,15.38,17.88,0.006,-74.51,33.4,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/33-Bicyclist Longitudinal Scenarios/34-CBLA-50 15kph (Day) [7.2.13]/766-VUT 40 kph; CBLA-50 15 kph (Day)/V13_T766_R2.txt,13-xiaopengG9,CBLA,b85ed84435d98428193910858a7867125eab340ddfb0d2c00c15a67df084f3bc,aeb_pedal_dragged,1.73,39.7,31.247,-75.51,32.02,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/33-Bicyclist Longitudinal Scenarios/34-CBLA-50 15kph (Day) [7.2.13]/766-VUT 40 kph; CBLA-50 15 kph (Day)/V13_T766_R3.txt,13-xiaopengG9,CBLA,df6d62f760711079253f35585ae5d2500033426ce058568e3843977645b7664a,aeb_pedal_dragged,27.6,39.71,34.459,-61.69,45.76,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/308-VUT 20 kph; CPFA-50 8 kph (Day)/V13_T308_R1.txt,13-xiaopengG9,CPFA,924b67a75b711e4da4e73bc7353a356f467ee786f740f4765817b3b7676c1ee2,aeb_pedal_dragged,20.14,20.12,27.803,-86.5,45.87,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/308-VUT 20 kph; CPFA-50 8 kph (Day)/V13_T308_R3.txt,13-xiaopengG9,CPFA,c6c888ff8668b151666578eaf47b62d08a5a45907f05c975703cbc0f13ab7a62,aeb_pedal_dragged,17.77,20.0,28.06,-60.73,31.3,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/308-VUT 20 kph; CPFA-50 8 kph (Day)/V13_T308_R4.txt,13-xiaopengG9,CPFA,a16fbc8906438ff89ba537e3674af4837ea1c41d343aa40dd8b0254cefa4000f,aeb_pedal_dragged,14.64,20.02,27.208,-67.52,36.99,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/320-VUT 40 kph; CPFA-50 8 kph (Day)/V13_T320_R2.txt,13-xiaopengG9,CPFA,6c2c8091ba6b7c2d7d564f51bb0d5d0af249176dad83761fbaf84eeac70d3403,aeb_pedal_dragged,11.26,40.09,28.841,-71.65,42.9,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/320-VUT 40 kph; CPFA-50 8 kph (Day)/V13_T320_R3.txt,13-xiaopengG9,CPFA,6ab85082f0e7e9603caba3062797d197b7978219da080f1cba9d5831fe686c29,aeb_pedal_dragged,12.04,40.14,32.434,-69.5,42.6,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/5-Pedestrian Farside Scenarios/6-CPFA-50 8 kph (Day) [7.2.4]/332-VUT 60 kph; CPFA-50 8 kph (Day)/V13_T332_R1.txt,13-xiaopengG9,CPFA,d4dc9a4fe0c9aab1ceb4571cf41f048bbe8b63a3362478274ae1844a7d7c3a4d,aeb_pedal_dragged,13.0,60.16,36.368,-69.15,44.28,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/7-Pedestrian Nearside Scenarios/8-CPNA-25 5 kph (Day) [7.2.5]/341-VUT 20 kph; CPNA-25 5 kph (Day)/V13_T341_R2.txt,13-xiaopengG9,CPNA,f53b89a0f2206439f8d3681f6ae54a98bc9787e17ffddd9377139b98d431f097,aeb_pedal_dragged,17.7,20.14,32.07,-83.7,37.52,0.0,1,,
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/7-Pedestrian Nearside Scenarios/8-CPNA-25 5 kph (Day) [7.2.5]/353-VUT 40 kph; CPNA-25 5 kph (Day)/V13_T353_R1.txt,13-xiaopengG9,CPNA,ff2c30fc4a548f13c429b36a88055e81cc598a760d88ece96a9176c1d72697d7,aeb_pedal_dragged,11.24,40.05,26.374,-73.44,35.97,0.0,1,,none_confirmed
13-xiaopengG9/8-Euro NCAP AEB VRU 2020 Group (VUT)/7-Pedestrian Nearside Scenarios/8-CPNA-25 5 kph (Day) [7.2.5]/365-VUT 60 kph; CPNA-25 5 kph (Day)/V13_T365_R2.txt,13-xiaopengG9,CPNA,49142e55772c6e82151e549af23bc1220a11d8152eef05651b136a43ad28ec4b,aeb_pedal_dragged,12.93,60.23,33.222,-76.5,46.33,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/452-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V14_T452_R1.txt,14-BZ3X,CPLA,f7dc9954596077f02d376d7916f57234cbe12e6ad98f53369822b98b32aa14f7,aeb_pedal_dragged,15.05,20.42,12.839,-23.27,12.68,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/452-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V14_T452_R2.txt,14-BZ3X,CPLA,623a8bc2b6331db289efe5cd3dbc8b6b85117a93d3b3780cafdc5b5029f21772,aeb_pedal_dragged,16.32,20.35,12.965,-17.01,9.46,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/452-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V14_T452_R3.txt,14-BZ3X,CPLA,63dcea75a96664167495c6ec163541bb1206e53512f89de5879ad2a3188a2d62,aeb_pedal_dragged,14.99,20.37,12.662,-12.77,8.78,0.0,1,,none_confirmed
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/458-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V14_T458_R1.txt,14-BZ3X,CPLA,5e06afc5022307fd9fd078b45348a1d2d4ee67337abd9aa48be7c9b614ebd2ba,aeb_pedal_dragged,19.94,40.4,16.759,-12.21,19.28,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/458-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V14_T458_R2.txt,14-BZ3X,CPLA,46ec34322817a602904ac239640389a8bce9dcff1ffd3bd8fec42d33ba7516f4,aeb_pedal_dragged,19.18,40.38,16.698,-15.38,14.42,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/458-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V14_T458_R3.txt,14-BZ3X,CPLA,07612e3492c8fbf76cd47dcc6b681b56c0ce43a244c987ffa773a63bdff7e219,aeb_pedal_dragged,21.71,40.47,17.151,-23.42,12.99,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/575-VUT 35 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T575_R1.txt,14-BZ3X,CPLA,ba635fe9d95cb6c969e14b9843b1bf86e2f9b3502057266d5432057e5b739413,aeb_pedal_dragged,22.87,35.32,16.494,-18.83,19.65,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/575-VUT 35 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T575_R2.txt,14-BZ3X,CPLA,150287da2ec18ffadc2dd4c71b078142205b42d52ab8f9209fc2c81ef57599b6,aeb_pedal_dragged,20.82,35.43,16.802,-23.95,24.31,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/575-VUT 35 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T575_R3.txt,14-BZ3X,CPLA,b047dc156acd8ebf6bd2646b0a7a09df5dccd1bae9ba806be609b557b71362b6,aeb_pedal_dragged,21.45,35.47,17.182,-19.58,11.83,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/578-VUT 55 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T578_R1.txt,14-BZ3X,CPLA,7c65516b705d830b6069656d32f55a03ff5c602eb2b152176cdb4fde4425e0be,aeb_pedal_dragged,24.52,55.46,19.368,-18.12,12.01,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/578-VUT 55 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T578_R2.txt,14-BZ3X,CPLA,53a6aad2b6e53356c88d714b1df9db1d635abfd8d825a1c33bc2b534885ea24c,aeb_pedal_dragged,23.78,55.52,19.246,-24.78,19.74,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/578-VUT 55 kph; CPLA-25 5 kph AEB (Day)-ciasi/V14_T578_R3.txt,14-BZ3X,CPLA,726f0c0bc9b3695c190d28c935cfe795ff1d530377e897274fed5cd8c39cb61e,aeb_pedal_dragged,23.76,55.39,19.472,-24.76,29.97,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/455-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V14_T455_R1.txt,14-BZ3X,CPLA,0953db086c968fdc714b3c8d37c1bd898c1d6ea5bb0c61cbfc7b9e4129091930,aeb_pedal_dragged,19.07,20.42,13.608,-19.29,9.56,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/455-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V14_T455_R2.txt,14-BZ3X,CPLA,b3b339c28972b9ed0cdd138f2022b96ea6af35108a68b7b7428e6c38cf88699e,aeb_pedal_dragged,19.07,20.47,13.913,-23.69,10.96,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/455-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V14_T455_R3.txt,14-BZ3X,CPLA,f8dd7c6fe50f6155c0ba0d35ddfa0611d7907aa740b6b9dd0ec10e92ea6449e0,aeb_pedal_dragged,18.87,20.41,16.411,-17.57,9.85,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/461-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V14_T461_R1.txt,14-BZ3X,CPLA,32eedd3260a13c26a0bbd5bbc0f250d439255cc80be5cadc6f667bfd67894dad,aeb_pedal_dragged,25.12,40.42,20.305,-23.86,8.91,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/461-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V14_T461_R2.txt,14-BZ3X,CPLA,5e184fe45451e83fb0179b755fcdf954e65d9ed83c05798be50990273f0e890c,aeb_pedal_dragged,19.56,40.28,16.81,-29.9,27.44,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/461-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V14_T461_R3.txt,14-BZ3X,CPLA,c90a5ad330f9b2c55961797dfb14577870a4066fb2e51c930bafa8702cfaccc0,aeb_pedal_dragged,22.8,40.26,17.5,-22.13,20.87,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/476-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V14_T476_R1.txt,14-BZ3X,CPNCO,5893bdddfa4fd91a1013a430d27e68a9368a0e3e3b71127cafa57ac6215430fe,aeb_pedal_dragged,22.03,20.42,16.367,-25.66,24.3,0.0,1,,none_confirmed
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/476-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V14_T476_R2.txt,14-BZ3X,CPNCO,a2f017439e51c590baf23b0c0f594702f4cb5664b1b09c47d04a1d161d477964,aeb_pedal_dragged,20.13,20.47,16.058,-27.52,17.04,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/476-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V14_T476_R3.txt,14-BZ3X,CPNCO,d991d1948aee41e4f055b9639f659211645ad7a61f692293dc75946e478e5d32,aeb_pedal_dragged,23.79,20.4,15.439,-19.58,14.46,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/485-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V14_T485_R1.txt,14-BZ3X,CPNCO,2c30dd03c2987d254f478b48c95a599cdd298d345d9c90f648646f2bebcbe4bb,aeb_pedal_dragged,21.71,40.6,20.395,-23.14,10.69,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/485-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V14_T485_R2.txt,14-BZ3X,CPNCO,3ce8a2fc8d0047b50cd91a0db4655c6289dc968e4331ef700fcd976753cc25c5,aeb_pedal_dragged,22.62,40.46,20.214,-18.75,11.05,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/485-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V14_T485_R3.txt,14-BZ3X,CPNCO,bef96add6bf6bb3dfcca5f3bcf64f19aa17ef5df45dab36a7edd4d2eb764c988,aeb_pedal_dragged,20.26,40.6,17.534,-15.66,9.61,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/494-VUT 60 kph; CPNCO-25 5 kph AEB (Day)/V14_T494_R2.txt,14-BZ3X,CPNCO,a5273a5cde08677e28278fe8afdf50da0e87b2ed9f795e0f1825ebc86733db6a,aeb_pedal_dragged,12.77,60.43,31.253,-34.55,18.53,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/494-VUT 60 kph; CPNCO-25 5 kph AEB (Day)/V14_T494_R3.txt,14-BZ3X,CPNCO,271bbf952d1d5aee30424078400598712e4747d02725350321873f40f56b08cd,aeb_pedal_dragged,12.73,60.51,27.184,-23.21,18.77,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 20 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T607_R1.txt,14-BZ3X,CPNCO,8a6acfb8184a68fb96a268c9f10a41529a5b8a031ef2e603f7215dc06a374eb2,aeb_pedal_dragged,33.17,20.5,16.389,-14.11,8.63,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 20 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T607_R2.txt,14-BZ3X,CPNCO,36bc0f5f3e29acd50efa851fcb053e155f8ba2ceb51477ffac0b2f411dc618e2,aeb_pedal_dragged,29.93,20.51,18.203,-24.47,10.2,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/607-VUT 20 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T607_R3.txt,14-BZ3X,CPNCO,b0d07b213761b0cd37c6171f742597e2aa60638cc30347fb96f867093546a38f,aeb_pedal_dragged,30.27,20.45,15.72,-16.48,13.15,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/610-VUT 30 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T610_R1.txt,14-BZ3X,CPNCO,68908c9d98fe26a188eebda5a5f0f4f9a51f7eacbc2d6a36936be720891d19dd,aeb_pedal_dragged,23.27,30.33,16.479,-24.06,11.93,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/610-VUT 30 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T610_R2.txt,14-BZ3X,CPNCO,684009f954217ee1fdcb6b325dc0fe5e9cffcee13fc653a08a409d3e014cccc8,aeb_pedal_dragged,23.86,30.42,18.903,-15.7,14.29,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/610-VUT 30 kph; CPNDOC-50 5 kph AEB (Day)-CIASI/V14_T610_R3.txt,14-BZ3X,CPNCO,a26dc62c113312752cd45fc00e2e5a14cc3f65eba58378092d42c2a501d3c7da,aeb_pedal_dragged,23.78,30.39,15.938,-22.14,20.63,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/613-VUT 40 kph; CPNSOC-50 kph AEB (Day)-CIASI/V14_T613_R1.txt,14-BZ3X,CPNCO,f3095ca7d7e116e2d04317ca1eac04776703a42577c337dff8d37c4d33698ae2,aeb_pedal_dragged,23.22,40.46,17.611,-22.0,16.8,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/613-VUT 40 kph; CPNSOC-50 kph AEB (Day)-CIASI/V14_T613_R2.txt,14-BZ3X,CPNCO,e26037bbefab8e63d93508a74af72ab1112ee3ba88de6fdd400af34668856699,aeb_pedal_dragged,22.48,40.39,17.309,-24.74,20.35,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/613-VUT 40 kph; CPNSOC-50 kph AEB (Day)-CIASI/V14_T613_R3.txt,14-BZ3X,CPNCO,66a77506c03e992a45562cb8930e791129d0e12a0ee56786ad19d58beec5518f,aeb_pedal_dragged,22.44,40.4,23.811,-23.23,20.84,0.0,1,,
14-BZ3X/10-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/616-VUT 60 kph; CPNSOC-50 5 kph AEB (Day)-CIASI/V14_T616_R1.txt,14-BZ3X,CPNCO,044ae6be3c62538492336205e30247809b336cb3151d0e28f00ad5c78bdec552,aeb_pedal_dragged,12.48,60.43,29.146,-24.65,31.82,0.0,1,,
